Sl no.,DistrictName,MarketName,Commodity,Variety,Grade,min_price,max_price,modal_price,PriceDate
12493,Kolar,Chintamani,Tomato,Tomato,FAQ,100,400,300,02-Nov-16
12494,Kolar,Chintamani,Tomato,Tomato,FAQ,200,500,400,01-Nov-16
12495,Kolar,Chintamani,Tomato,Tomato,FAQ,233,666,433,31-Oct-16
12496,Kolar,Chintamani,Tomato,Tomato,FAQ,200,600,400,30-Oct-16
12497,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,29-Oct-16
12498,Kolar,Chintamani,Tomato,Tomato,FAQ,266,866,600,28-Oct-16
12499,Kolar,Chintamani,Tomato,Tomato,FAQ,200,800,600,25-Oct-16
12500,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1066,800,24-Oct-16
12501,Kolar,Chintamani,Tomato,Tomato,FAQ,200,800,600,23-Oct-16
12502,Kolar,Chintamani,Tomato,Tomato,FAQ,300,900,600,22-Oct-16
12503,Kolar,Chintamani,Tomato,Tomato,FAQ,200,800,600,21-Oct-16
12504,Kolar,Chintamani,Tomato,Tomato,FAQ,200,900,600,20-Oct-16
12505,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1100,800,19-Oct-16
12506,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1000,700,18-Oct-16
12507,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1100,800,17-Oct-16
12508,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1200,900,16-Oct-16
12509,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1200,900,15-Oct-16
12510,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1400,1100,14-Oct-16
12511,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1400,1000,13-Oct-16
12512,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1600,1000,12-Oct-16
12513,Kolar,Chintamani,Tomato,Tomato,FAQ,533,1666,1200,11-Oct-16
12514,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1400,1133,10-Oct-16
12515,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1400,1100,09-Oct-16
12516,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1400,1200,08-Oct-16
12517,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1700,1400,07-Oct-16
12518,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1700,1400,06-Oct-16
12519,Kolar,Chintamani,Tomato,Tomato,FAQ,533,1833,1400,05-Oct-16
12520,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1600,1200,04-Oct-16
12521,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1733,1300,03-Oct-16
12522,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1733,1200,02-Oct-16
12523,Kolar,Chintamani,Tomato,Tomato,FAQ,533,1700,1333,01-Oct-16
12524,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1666,1333,30-Sep-16
12525,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1600,1000,29-Sep-16
12526,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1333,900,28-Sep-16
12527,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1333,900,27-Sep-16
12528,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1333,900,26-Sep-16
12529,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1200,1000,25-Sep-16
12530,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1200,1000,24-Sep-16
12531,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1200,1000,23-Sep-16
12532,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1366,1066,22-Sep-16
12533,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1600,1200,21-Sep-16
12534,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1533,1200,20-Sep-16
12535,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1700,1200,19-Sep-16
12536,Kolar,Chintamani,Tomato,Tomato,FAQ,466,1300,933,18-Sep-16
12537,Kolar,Chintamani,Tomato,Tomato,FAQ,466,1266,933,17-Sep-16
12538,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1200,933,16-Sep-16
12539,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1100,700,15-Sep-16
12540,Kolar,Chintamani,Tomato,Tomato,FAQ,333,1000,800,14-Sep-16
12541,Kolar,Chintamani,Tomato,Tomato,FAQ,466,1333,1000,13-Sep-16
12542,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1200,800,12-Sep-16
12543,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1266,933,11-Sep-16
12544,Kolar,Chintamani,Tomato,Tomato,FAQ,466,1466,1200,10-Sep-16
12545,Kolar,Chintamani,Tomato,Tomato,FAQ,466,1400,1200,09-Sep-16
12546,Kolar,Chintamani,Tomato,Tomato,FAQ,466,1466,1200,08-Sep-16
12547,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1266,933,07-Sep-16
12548,Kolar,Chintamani,Tomato,Tomato,FAQ,466,1400,1200,06-Sep-16
12549,Kolar,Chintamani,Tomato,Tomato,FAQ,466,1466,1200,05-Sep-16
12550,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1366,1200,04-Sep-16
12551,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1333,1200,03-Sep-16
12552,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1333,1200,02-Sep-16
12553,Kolar,Chintamani,Tomato,Tomato,FAQ,266,1000,800,01-Sep-16
12554,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1333,1066,31-Aug-16
12555,Kolar,Chintamani,Tomato,Tomato,FAQ,266,800,533,30-Aug-16
12556,Kolar,Chintamani,Tomato,Tomato,FAQ,266,600,533,29-Aug-16
12557,Kolar,Chintamani,Tomato,Tomato,FAQ,266,866,600,28-Aug-16
12558,Kolar,Chintamani,Tomato,Tomato,FAQ,200,666,533,27-Aug-16
12559,Kolar,Chintamani,Tomato,Tomato,FAQ,200,666,466,26-Aug-16
12560,Kolar,Chintamani,Tomato,Tomato,FAQ,277,800,533,25-Aug-16
12561,Kolar,Chintamani,Tomato,Tomato,FAQ,277,800,533,24-Aug-16
12562,Kolar,Chintamani,Tomato,Tomato,FAQ,400,933,600,23-Aug-16
12563,Kolar,Chintamani,Tomato,Tomato,FAQ,300,800,600,22-Aug-16
12564,Kolar,Chintamani,Tomato,Tomato,FAQ,300,866,600,21-Aug-16
12565,Kolar,Chintamani,Tomato,Tomato,FAQ,200,666,466,20-Aug-16
12566,Kolar,Chintamani,Tomato,Tomato,FAQ,300,866,600,19-Aug-16
12567,Kolar,Chintamani,Tomato,Tomato,FAQ,300,700,466,18-Aug-16
12568,Kolar,Chintamani,Tomato,Tomato,FAQ,300,700,466,17-Aug-16
12569,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1000,600,16-Aug-16
12570,Kolar,Chintamani,Tomato,Tomato,FAQ,300,700,466,15-Aug-16
12571,Kolar,Chintamani,Tomato,Tomato,FAQ,300,866,466,14-Aug-16
12572,Kolar,Chintamani,Tomato,Tomato,FAQ,300,866,500,13-Aug-16
12573,Kolar,Chintamani,Tomato,Tomato,FAQ,200,666,400,12-Aug-16
12574,Kolar,Chintamani,Tomato,Tomato,FAQ,200,700,400,11-Aug-16
12575,Kolar,Chintamani,Tomato,Tomato,FAQ,300,866,633,10-Aug-16
12576,Kolar,Chintamani,Tomato,Tomato,FAQ,300,900,633,09-Aug-16
12577,Kolar,Chintamani,Tomato,Tomato,FAQ,433,1333,1066,08-Aug-16
12578,Kolar,Chintamani,Tomato,Tomato,FAQ,333,2150,2000,07-Aug-16
12579,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1400,1066,06-Aug-16
12580,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1466,1066,05-Aug-16
12581,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1333,1000,04-Aug-16
12582,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1400,1000,03-Aug-16
12583,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1400,1000,02-Aug-16
12584,Kolar,Chintamani,Tomato,Tomato,FAQ,633,1633,1133,01-Aug-16
12585,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1233,966,31-Jul-16
12586,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1233,966,30-Jul-16
12587,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1233,966,29-Jul-16
12588,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1166,800,28-Jul-16
12589,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1100,800,27-Jul-16
12590,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1666,1000,26-Jul-16
12591,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1600,1066,25-Jul-16
12592,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1600,1000,24-Jul-16
12593,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1866,1466,23-Jul-16
12594,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2533,1866,21-Jul-16
12595,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2866,2333,20-Jul-16
12596,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2600,1600,19-Jul-16
12597,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2333,1666,18-Jul-16
12598,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2333,1666,17-Jul-16
12599,Kolar,Chintamani,Tomato,Tomato,FAQ,1333,3000,2333,16-Jul-16
12600,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2533,2333,15-Jul-16
12601,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,3133,2333,14-Jul-16
12602,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,3000,2333,13-Jul-16
12603,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,3100,1900,12-Jul-16
12604,Kolar,Chintamani,Tomato,Tomato,FAQ,1666,3000,2333,11-Jul-16
12605,Kolar,Chintamani,Tomato,Tomato,FAQ,1666,3200,2333,10-Jul-16
12606,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,3400,2500,09-Jul-16
12607,Kolar,Chintamani,Tomato,Tomato,FAQ,1800,3533,3000,08-Jul-16
12608,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,4333,3166,07-Jul-16
12609,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,4333,3166,06-Jul-16
12610,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,3333,2500,05-Jul-16
12611,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,3400,2500,04-Jul-16
12612,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,3500,2500,03-Jul-16
12613,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,3533,3000,02-Jul-16
12614,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,3333,2666,01-Jul-16
12615,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,3866,3000,30-Jun-16
12616,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,3533,3000,29-Jun-16
12617,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,4200,3000,28-Jun-16
12618,Kolar,Chintamani,Tomato,Tomato,FAQ,2666,4000,3333,27-Jun-16
12619,Kolar,Chintamani,Tomato,Tomato,FAQ,2666,4666,3333,26-Jun-16
12620,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,4200,3000,25-Jun-16
12621,Kolar,Chintamani,Tomato,Tomato,FAQ,2666,4000,3333,24-Jun-16
12622,Kolar,Chintamani,Tomato,Tomato,FAQ,1400,4000,3000,23-Jun-16
12623,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,4300,3100,22-Jun-16
12624,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,3700,3000,20-Jun-16
12625,Kolar,Chintamani,Tomato,Tomato,FAQ,2500,5000,3500,19-Jun-16
12626,Kolar,Chintamani,Tomato,Tomato,FAQ,2666,4533,3666,18-Jun-16
12627,Kolar,Chintamani,Tomato,Tomato,FAQ,2666,4200,3666,17-Jun-16
12628,Kolar,Chintamani,Tomato,Tomato,FAQ,3000,5333,4333,16-Jun-16
12629,Kolar,Chintamani,Tomato,Tomato,FAQ,3000,5333,4333,15-Jun-16
12630,Kolar,Chintamani,Tomato,Tomato,FAQ,3000,5000,4333,14-Jun-16
12631,Kolar,Chintamani,Tomato,Tomato,FAQ,3000,5000,4333,13-Jun-16
12632,Kolar,Chintamani,Tomato,Tomato,FAQ,3333,6200,5000,12-Jun-16
12633,Kolar,Chintamani,Tomato,Tomato,FAQ,3166,5333,4666,11-Jun-16
12634,Kolar,Chintamani,Tomato,Tomato,FAQ,2666,5066,4333,10-Jun-16
12635,Kolar,Chintamani,Tomato,Tomato,FAQ,3000,5666,4333,09-Jun-16
12636,Kolar,Chintamani,Tomato,Tomato,FAQ,3000,5333,4333,08-Jun-16
12637,Kolar,Chintamani,Tomato,Tomato,FAQ,3000,5333,4333,07-Jun-16
12638,Kolar,Chintamani,Tomato,Tomato,FAQ,3000,5333,4333,06-Jun-16
12639,Kolar,Chintamani,Tomato,Tomato,FAQ,3000,5000,4333,05-Jun-16
12640,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,3800,3000,04-Jun-16
12641,Kolar,Chintamani,Tomato,Tomato,FAQ,2500,4866,4000,03-Jun-16
12642,Kolar,Chintamani,Tomato,Tomato,FAQ,2200,3600,2733,02-Jun-16
12643,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,3866,3000,01-Jun-16
12644,Kolar,Chintamani,Tomato,Tomato,FAQ,3000,3800,3300,31-May-16
12645,Kolar,Chintamani,Tomato,Tomato,FAQ,2200,4500,3666,30-May-16
12646,Kolar,Chintamani,Tomato,Tomato,FAQ,1333,3000,2533,29-May-16
12647,Kolar,Chintamani,Tomato,Tomato,FAQ,1666,3533,2666,27-May-16
12648,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,4000,3400,26-May-16
12649,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,4500,3000,25-May-16
12650,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,4500,3500,24-May-16
12651,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,4000,3000,23-May-16
12652,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,4000,3000,22-May-16
12653,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,3800,3000,21-May-16
12654,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,3800,3000,20-May-16
12655,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,4000,3000,19-May-16
12656,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,3800,3400,18-May-16
12657,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,4133,3500,17-May-16
12658,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,4200,3500,16-May-16
12659,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,3500,3000,15-May-16
12660,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,3500,2500,14-May-16
12661,Kolar,Chintamani,Tomato,Tomato,FAQ,1600,3633,3000,13-May-16
12662,Kolar,Chintamani,Tomato,Tomato,FAQ,1500,3533,2730,12-May-16
12663,Kolar,Chintamani,Tomato,Tomato,FAQ,1400,3866,3000,11-May-16
12664,Kolar,Chintamani,Tomato,Tomato,FAQ,1200,3400,2500,10-May-16
12665,Kolar,Chintamani,Tomato,Tomato,FAQ,1400,4200,3000,09-May-16
12666,Kolar,Chintamani,Tomato,Tomato,FAQ,165,480,330,08-May-16
12667,Kolar,Chintamani,Tomato,Tomato,FAQ,1400,3000,2200,07-May-16
12668,Kolar,Chintamani,Tomato,Tomato,FAQ,1400,3000,2200,06-May-16
12669,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2400,1866,05-May-16
12670,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2500,2000,04-May-16
12671,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2533,2000,03-May-16
12672,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2666,2133,02-May-16
12673,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2800,2333,01-May-16
12674,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2200,1666,30-Apr-16
12675,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2466,1700,29-Apr-16
12676,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2166,1700,28-Apr-16
12677,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2133,1700,27-Apr-16
12678,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2500,1900,26-Apr-16
12679,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2500,1900,25-Apr-16
12680,Kolar,Chintamani,Tomato,Tomato,FAQ,900,1600,1200,24-Apr-16
12681,Kolar,Chintamani,Tomato,Tomato,FAQ,700,1600,1233,23-Apr-16
12682,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1500,1100,22-Apr-16
12683,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1500,1100,21-Apr-16
12684,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1433,1100,20-Apr-16
12685,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1400,1000,19-Apr-16
12686,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1400,1000,17-Apr-16
12687,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1700,900,16-Apr-16
12688,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1100,700,15-Apr-16
12689,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1200,900,14-Apr-16
12690,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1033,733,13-Apr-16
12691,Kolar,Chintamani,Tomato,Tomato,FAQ,300,933,600,12-Apr-16
12692,Kolar,Chintamani,Tomato,Tomato,FAQ,433,1233,833,11-Apr-16
12693,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1200,800,10-Apr-16
12694,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1200,700,09-Apr-16
12695,Kolar,Chintamani,Tomato,Tomato,FAQ,300,1066,600,08-Apr-16
12696,Kolar,Chintamani,Tomato,Tomato,FAQ,200,900,700,07-Apr-16
12697,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1200,800,06-Apr-16
12698,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1200,1033,05-Apr-16
12699,Kolar,Chintamani,Tomato,Tomato,FAQ,400,933,600,04-Apr-16
12700,Kolar,Chintamani,Tomato,Tomato,FAQ,200,600,400,03-Apr-16
12701,Kolar,Chintamani,Tomato,Tomato,FAQ,133,533,400,02-Apr-16
12702,Kolar,Chintamani,Tomato,Tomato,FAQ,133,533,400,01-Apr-16
12703,Kolar,Chintamani,Tomato,Tomato,FAQ,166,500,366,31-Mar-16
12704,Kolar,Chintamani,Tomato,Tomato,FAQ,100,400,300,30-Mar-16
12705,Kolar,Chintamani,Tomato,Tomato,FAQ,133,433,300,29-Mar-16
12706,Kolar,Chintamani,Tomato,Tomato,FAQ,200,533,400,28-Mar-16
12707,Kolar,Chintamani,Tomato,Tomato,FAQ,166,500,366,27-Mar-16
12708,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,300,26-Mar-16
12709,Kolar,Chintamani,Tomato,Tomato,FAQ,200,500,366,25-Mar-16
12710,Kolar,Chintamani,Tomato,Tomato,FAQ,200,600,400,23-Mar-16
12711,Kolar,Chintamani,Tomato,Tomato,FAQ,166,500,366,22-Mar-16
12712,Kolar,Chintamani,Tomato,Tomato,FAQ,166,500,366,21-Mar-16
12713,Kolar,Chintamani,Tomato,Tomato,FAQ,133,333,233,20-Mar-16
12714,Kolar,Chintamani,Tomato,Tomato,FAQ,133,433,300,19-Mar-16
12715,Kolar,Chintamani,Tomato,Tomato,FAQ,100,400,260,18-Mar-16
12716,Kolar,Chintamani,Tomato,Tomato,FAQ,133,433,266,17-Mar-16
12717,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,16-Mar-16
12718,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,15-Mar-16
12719,Kolar,Chintamani,Tomato,Tomato,FAQ,100,300,200,12-Mar-16
12720,Kolar,Chintamani,Tomato,Tomato,FAQ,200,433,300,11-Mar-16
12721,Kolar,Chintamani,Tomato,Tomato,FAQ,200,400,266,10-Mar-16
12722,Kolar,Chintamani,Tomato,Tomato,FAQ,266,533,400,09-Mar-16
12723,Kolar,Chintamani,Tomato,Tomato,FAQ,266,533,400,08-Mar-16
12724,Kolar,Chintamani,Tomato,Tomato,FAQ,166,366,233,07-Mar-16
12725,Kolar,Chintamani,Tomato,Tomato,FAQ,100,333,233,05-Mar-16
12726,Kolar,Chintamani,Tomato,Tomato,FAQ,133,366,233,04-Mar-16
12727,Kolar,Chintamani,Tomato,Tomato,FAQ,100,333,233,03-Mar-16
12728,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,02-Mar-16
12729,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,01-Mar-16
12730,Kolar,Chintamani,Tomato,Tomato,FAQ,200,466,333,29-Feb-16
12731,Kolar,Chintamani,Tomato,Tomato,FAQ,200,466,333,28-Feb-16
12732,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,233,27-Feb-16
12733,Kolar,Chintamani,Tomato,Tomato,FAQ,200,500,333,26-Feb-16
12734,Kolar,Chintamani,Tomato,Tomato,FAQ,133,450,300,25-Feb-16
12735,Kolar,Chintamani,Tomato,Tomato,FAQ,200,466,333,24-Feb-16
12736,Kolar,Chintamani,Tomato,Tomato,FAQ,133,433,300,22-Feb-16
12737,Kolar,Chintamani,Tomato,Tomato,FAQ,100,366,233,21-Feb-16
12738,Kolar,Chintamani,Tomato,Tomato,FAQ,200,400,266,20-Feb-16
12739,Kolar,Chintamani,Tomato,Tomato,FAQ,200,500,333,19-Feb-16
12740,Kolar,Chintamani,Tomato,Tomato,FAQ,100,333,200,18-Feb-16
12741,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,300,17-Feb-16
12742,Kolar,Chintamani,Tomato,Tomato,FAQ,200,500,400,16-Feb-16
12743,Kolar,Chintamani,Tomato,Tomato,FAQ,200,533,300,15-Feb-16
12744,Kolar,Chintamani,Tomato,Tomato,FAQ,200,500,400,14-Feb-16
12745,Kolar,Chintamani,Tomato,Tomato,FAQ,200,400,300,13-Feb-16
12746,Kolar,Chintamani,Tomato,Tomato,FAQ,200,533,433,12-Feb-16
12747,Kolar,Chintamani,Tomato,Tomato,FAQ,200,500,400,11-Feb-16
12748,Kolar,Chintamani,Tomato,Tomato,FAQ,200,600,400,10-Feb-16
12749,Kolar,Chintamani,Tomato,Tomato,FAQ,200,600,400,09-Feb-16
12750,Kolar,Chintamani,Tomato,Tomato,FAQ,300,800,500,08-Feb-16
12751,Kolar,Chintamani,Tomato,Tomato,FAQ,266,800,533,07-Feb-16
12752,Kolar,Chintamani,Tomato,Tomato,FAQ,333,1000,600,01-Feb-16
12753,Kolar,Chintamani,Tomato,Tomato,FAQ,200,800,500,31-Jan-16
12754,Kolar,Chintamani,Tomato,Tomato,FAQ,300,800,533,25-Jan-16
12755,Kolar,Chintamani,Tomato,Tomato,FAQ,200,600,400,24-Jan-16
12756,Kolar,Chintamani,Tomato,Tomato,FAQ,200,600,400,23-Jan-16
12757,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1166,800,22-Jan-16
12758,Kolar,Chintamani,Tomato,Tomato,FAQ,400,1100,700,21-Jan-16
12759,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1200,800,20-Jan-16
12760,Kolar,Chintamani,Tomato,Tomato,FAQ,500,1700,1166,19-Jan-16
12761,Kolar,Chintamani,Tomato,Tomato,FAQ,800,2000,1466,18-Jan-16
12762,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2333,1866,17-Jan-16
12763,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,3366,3000,16-Jan-16
12764,Kolar,Chintamani,Tomato,Tomato,FAQ,1336,3133,2533,15-Jan-16
12765,Kolar,Chintamani,Tomato,Tomato,FAQ,1336,3000,2333,14-Jan-16
12766,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2400,1866,13-Jan-16
12767,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2266,1866,12-Jan-16
12768,Kolar,Chintamani,Tomato,Tomato,FAQ,1200,2600,1800,11-Jan-16
12769,Kolar,Chintamani,Tomato,Tomato,FAQ,1200,2666,1866,10-Jan-16
12770,Kolar,Chintamani,Tomato,Tomato,FAQ,225,555,330,08-Jan-16
12771,Kolar,Chintamani,Tomato,Tomato,FAQ,300,555,450,07-Jan-16
12772,Kolar,Chintamani,Tomato,Tomato,FAQ,2200,4600,3700,06-Jan-16
12773,Kolar,Chintamani,Tomato,Tomato,FAQ,2333,4700,3866,05-Jan-16
12774,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,4400,3300,03-Jan-16
12775,Kolar,Chintamani,Tomato,Tomato,FAQ,2000,4300,3200,02-Jan-16
12776,Kolar,Chintamani,Tomato,Tomato,FAQ,800,2500,1900,01-Jan-16
12777,Kolar,Chintamani,Tomato,Tomato,FAQ,533,2233,1866,31-Dec-15
12778,Kolar,Chintamani,Tomato,Tomato,FAQ,600,2200,1866,30-Dec-15
12779,Kolar,Chintamani,Tomato,Tomato,FAQ,900,2200,1500,29-Dec-15
12780,Kolar,Chintamani,Tomato,Tomato,FAQ,1100,2900,2200,28-Dec-15
12781,Kolar,Chintamani,Tomato,Tomato,FAQ,900,2600,2000,27-Dec-15
12782,Kolar,Chintamani,Tomato,Tomato,FAQ,866,2533,2000,26-Dec-15
12783,Kolar,Chintamani,Tomato,Tomato,FAQ,633,2233,1700,25-Dec-15
12784,Kolar,Chintamani,Tomato,Tomato,FAQ,833,2466,1766,24-Dec-15
12785,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2200,1733,23-Dec-15
12786,Kolar,Chintamani,Tomato,Tomato,FAQ,600,2200,1666,22-Dec-15
12787,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2400,1666,20-Dec-15
12788,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2200,1600,19-Dec-15
12789,Kolar,Chintamani,Tomato,Tomato,FAQ,1100,2400,1600,18-Dec-15
12790,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2300,1600,16-Dec-15
12791,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2300,1600,15-Dec-15
12792,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2333,1866,14-Dec-15
12793,Kolar,Chintamani,Tomato,Tomato,FAQ,700,2133,1866,13-Dec-15
12794,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2200,1500,12-Dec-15
12795,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1800,1200,10-Dec-15
12796,Kolar,Chintamani,Tomato,Tomato,FAQ,600,1700,1200,09-Dec-15
12797,Kolar,Chintamani,Tomato,Tomato,FAQ,700,1500,1100,08-Dec-15
12798,Kolar,Chintamani,Tomato,Tomato,FAQ,700,1500,1100,07-Dec-15
12799,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2200,1500,06-Dec-15
12800,Kolar,Chintamani,Tomato,Tomato,FAQ,1000,2200,1666,05-Dec-15
12801,Kolar,Chintamani,Tomato,Tomato,FAQ,900,2000,1500,04-Dec-15
12802,Kolar,Chintamani,Tomato,Tomato,FAQ,533,1666,1200,03-Dec-15
12803,Kolar,Chintamani,Tomato,Tomato,FAQ,533,1633,1200,02-Dec-15
12804,Kolar,Chintamani,Tomato,Tomato,FAQ,666,1600,1200,01-Dec-15
12805,Kolar,Chintamani,Tomato,Tomato,FAQ,566,1133,833,30-Nov-15
12806,Kolar,Chintamani,Tomato,Tomato,FAQ,566,1066,833,29-Nov-15
